Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
981.0,56.0,,Boots,Footwear,98.0,,S,Magenta,Spring,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,39.0,PayPal,Every 3 Months
982.0,27.0,Male,Belt,Accessories,42.0,Maryland,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,,Credit Card,
983.0,35.0,Male,Coat,Outerwear,62.0,Texas,S,Red,Summer,,Yes,Venmo,Standard,Yes,Yes,37.0,PayPal,Monthly
984.0,24.0,Male,Hat,,45.0,,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,,40.0,Venmo,Bi-Weekly
985.0,26.0,Male,Shoes,Footwear,78.0,Utah,,Green,Summer,3.4,,,Free Shipping,Yes,,8.0,Credit Card,Bi-Weekly
986.0,32.0,Male,Handbag,Accessories,80.0,West Virginia,M,Gray,Fall,5.0,Yes,Credit Card,,Yes,Yes,,Bank Transfer,Annually
987.0,54.0,Male,Scarf,Accessories,,Connecticut,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36.0,Bank Transfer,Monthly
988.0,62.0,Male,Handbag,Accessories,47.0,,M,,Summer,,,PayPal,,Yes,Yes,48.0,PayPal,Weekly
989.0,50.0,Male,Pants,Clothing,84.0,Ohio,M,,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,,47.0,PayPal,Fortnightly
,70.0,Male,,Footwear,31.0,Texas,M,Beige,Spring,,Yes,Bank Transfer,Store Pickup,,Yes,2.0,Bank Transfer,Monthly
991.0,48.0,Male,Sunglasses,Accessories,63.0,Washington,,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,,Cash,
992.0,20.0,Male,Shorts,Clothing,97.0,Wisconsin,XL,White,Spring,2.7,Yes,,Standard,,,40.0,Bank Transfer,Bi-Weekly
,,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50.0,Debit Card,
994.0,51.0,Male,Sandals,,90.0,,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25.0,,Weekly
995.0,53.0,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,Yes,20.0,Debit Card,Monthly
996.0,,Male,Jewelry,Accessories,80.0,Idaho,M,Magenta,,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,10.0,Venmo,Weekly
,29.0,Male,Sandals,Footwear,91.0,Delaware,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32.0,Bank Transfer,Quarterly
998.0,64.0,Male,,Clothing,30.0,,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31.0,Cash,Fortnightly
999.0,51.0,Male,Shoes,Footwear,,Connecticut,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,,48.0,Bank Transfer,Bi-Weekly
1000.0,50.0,Male,Socks,Clothing,28.0,New Mexico,,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23.0,Debit Card,Monthly
1001.0,43.0,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,Yes,Credit Card,,Yes,Yes,1.0,,Bi-Weekly
,61.0,Male,Dress,Clothing,60.0,Washington,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,Yes,4.0,Debit Card,Fortnightly
1003.0,55.0,Male,Shoes,Footwear,59.0,North Dakota,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,3.0,Bank Transfer,
1004.0,56.0,Male,Hat,,68.0,,M,Green,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,3.0,Cash,Bi-Weekly
1005.0,33.0,Male,Backpack,Accessories,79.0,Tennessee,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,,Yes,44.0,Cash,Annually
1006.0,43.0,Male,Backpack,Accessories,94.0,New York,M,Gold,Winter,3.9,,Credit Card,Store Pickup,Yes,Yes,5.0,Debit Card,Bi-Weekly
1007.0,21.0,Male,Pants,,,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,50.0,Venmo,Quarterly
1008.0,58.0,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,Yes,,Standard,Yes,Yes,,Credit Card,Annually
1009.0,41.0,Male,Scarf,Accessories,,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,Yes,29.0,,Annually
1010.0,39.0,,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,,Yes,Yes,11.0,Venmo,Annually
1011.0,54.0,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,Yes,37.0,Credit Card,Fortnightly
1012.0,43.0,Male,Backpack,Accessories,25.0,Montana,L,Indigo,,2.9,,PayPal,Next Day Air,,Yes,32.0,Debit Card,Fortnightly
1013.0,28.0,Male,Sandals,,37.0,New Mexico,L,Teal,Summer,,Yes,Cash,Express,Yes,Yes,,Credit Card,Annually
,59.0,Male,,Accessories,69.0,,XL,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31.0,Venmo,Bi-Weekly
1015.0,,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,,Standard,,Yes,36.0,,
1016.0,68.0,Male,Gloves,,24.0,,M,Cyan,Summer,,Yes,Debit Card,Standard,Yes,Yes,34.0,Cash,Weekly
1017.0,20.0,,Belt,,30.0,,XL,,Summer,3.4,Yes,Cash,,Yes,Yes,,Bank Transfer,Every 3 Months
1018.0,21.0,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,,2.5,Yes,Cash,Express,Yes,Yes,14.0,Credit Card,Annually
1019.0,50.0,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,46.0,Cash,Weekly
1020.0,32.0,Male,,Clothing,76.0,Kentucky,S,,Winter,2.8,Yes,Debit Card,Standard,Yes,Yes,33.0,Venmo,Bi-Weekly
1021.0,24.0,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,,Yes,Bank Transfer,Express,Yes,Yes,41.0,Debit Card,Annually
1022.0,55.0,Male,Coat,Outerwear,51.0,Massachusetts,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,39.0,,Weekly
1023.0,61.0,Male,Handbag,Accessories,41.0,Nebraska,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,7.0,Cash,Annually
1024.0,,Male,Sunglasses,Accessories,71.0,Maine,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,Yes,Yes,29.0,Bank Transfer,Every 3 Months
1025.0,28.0,Male,T-shirt,Clothing,66.0,Pennsylvania,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,Yes,Yes,18.0,Venmo,Quarterly
1026.0,60.0,Male,Shirt,Clothing,84.0,Nebraska,M,Olive,Winter,4.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,15.0,Credit Card,Annually
1027.0,49.0,Male,Handbag,Accessories,95.0,Virginia,,Turquoise,Winter,3.0,Yes,Venmo,Express,Yes,Yes,39.0,,Bi-Weekly
1028.0,33.0,Male,Jewelry,Accessories,90.0,Ohio,L,Teal,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,11.0,Cash,Monthly
1029.0,,Male,Hoodie,Clothing,36.0,Nebraska,S,,Summer,3.7,Yes,Venmo,Standard,Yes,,4.0,Cash,
1030.0,29.0,Male,Gloves,Accessories,22.0,Ohio,M,Purple,Spring,3.6,,Credit Card,2-Day Shipping,Yes,Yes,,Venmo,Bi-Weekly
1031.0,,Male,Coat,Outerwear,89.0,Kentucky,L,Blue,,,,Credit Card,Next Day Air,Yes,Yes,37.0,Debit Card,Quarterly
1032.0,22.0,Male,Sandals,Footwear,50.0,Tennessee,M,Teal,Spring,3.4,Yes,Cash,Free Shipping,Yes,Yes,,,
1033.0,55.0,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,44.0,Credit Card,Quarterly
1034.0,19.0,Male,Pants,Clothing,52.0,Montana,S,Silver,Spring,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,41.0,Bank Transfer,Quarterly
1035.0,68.0,Male,Socks,Clothing,29.0,Maryland,M,Olive,Fall,4.2,Yes,Venmo,Next Day Air,Yes,Yes,44.0,Bank Transfer,Weekly
1036.0,61.0,Male,,Clothing,89.0,Georgia,M,Brown,Fall,2.8,,Venmo,Express,Yes,,32.0,Venmo,
1037.0,68.0,Male,,Accessories,,Hawaii,M,,Fall,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,13.0,Bank Transfer,
1038.0,52.0,Male,,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Bank Transfer,Standard,Yes,,48.0,Debit Card,Quarterly
1039.0,41.0,,Pants,Clothing,74.0,Nebraska,XL,Cyan,Fall,3.0,Yes,Bank Transfer,Express,Yes,Yes,3.0,Bank Transfer,Weekly
1040.0,,Male,Belt,Accessories,46.0,Michigan,M,Magenta,Fall,4.8,Yes,PayPal,Standard,Yes,Yes,39.0,Venmo,Monthly
1041.0,68.0,Male,Jeans,Clothing,22.0,North Carolina,S,Magenta,Fall,4.0,,,Next Day Air,Yes,Yes,,Cash,Fortnightly
1042.0,36.0,Male,Shirt,Clothing,25.0,Minnesota,M,Orange,Summer,4.9,Yes,Venmo,Next Day Air,Yes,Yes,11.0,Cash,Fortnightly
1043.0,55.0,Male,Belt,Accessories,80.0,Maryland,M,Maroon,Spring,4.9,Yes,Venmo,Next Day Air,Yes,Yes,47.0,Credit Card,Weekly
,28.0,Male,Jeans,Clothing,76.0,Hawaii,M,,Spring,,Yes,Bank Transfer,,Yes,Yes,28.0,Debit Card,Fortnightly
1045.0,39.0,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,17.0,Bank Transfer,Every 3 Months
1046.0,54.0,Male,Sweater,Clothing,79.0,,L,Black,Fall,3.5,Yes,,2-Day Shipping,,Yes,11.0,PayPal,Bi-Weekly
1047.0,40.0,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,,4.2,Yes,Credit Card,Standard,Yes,Yes,12.0,Venmo,Annually
1048.0,31.0,Male,Socks,Clothing,36.0,Utah,S,Olive,Fall,4.2,Yes,Debit Card,Standard,Yes,Yes,7.0,Credit Card,Fortnightly
1049.0,30.0,Male,Socks,Clothing,77.0,Maine,L,Yellow,Fall,2.7,Yes,Cash,Standard,Yes,Yes,,Venmo,Fortnightly
1050.0,45.0,Male,Sunglasses,Accessories,33.0,,S,Purple,Fall,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,24.0,Cash,Quarterly
1051.0,48.0,Male,Sneakers,Footwear,64.0,Florida,M,Beige,Winter,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,19.0,,Monthly
,45.0,Male,Socks,Clothing,53.0,Ohio,M,Indigo,Fall,2.6,Yes,,Free Shipping,Yes,,39.0,PayPal,Annually
1053.0,60.0,Male,Shoes,,36.0,Virginia,XL,Pink,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,1.0,Credit Card,Fortnightly
1054.0,59.0,Male,Blouse,Clothing,,Kansas,M,Blue,Spring,,No,Cash,2-Day Shipping,Yes,Yes,,Debit Card,Bi-Weekly
1055.0,18.0,Male,Shorts,Clothing,96.0,Arkansas,L,Cyan,Winter,4.9,No,Debit Card,Express,Yes,Yes,48.0,,
1056.0,70.0,Male,Jacket,Outerwear,27.0,Massachusetts,M,Orange,Spring,3.3,No,PayPal,Next Day Air,Yes,Yes,24.0,Debit Card,Annually
1057.0,20.0,Male,Sweater,Clothing,64.0,Idaho,L,Black,Winter,2.9,No,Debit Card,2-Day Shipping,Yes,Yes,42.0,Venmo,Fortnightly
1058.0,65.0,Male,Jacket,Outerwear,23.0,Wisconsin,S,Maroon,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,20.0,Credit Card,Weekly
,29.0,Male,Scarf,Accessories,33.0,,L,Violet,Summer,3.1,No,Credit Card,,Yes,Yes,49.0,Bank Transfer,Every 3 Months
,22.0,Male,Jacket,Outerwear,34.0,North Carolina,M,Beige,Winter,2.5,No,Venmo,Standard,Yes,Yes,25.0,Debit Card,Monthly
,27.0,Male,Sweater,Clothing,35.0,Iowa,S,Gray,Summer,2.6,No,PayPal,Next Day Air,Yes,Yes,21.0,Debit Card,Every 3 Months
1062.0,36.0,Male,Coat,Outerwear,62.0,Idaho,M,Gray,Summer,4.4,No,Debit Card,Free Shipping,Yes,Yes,12.0,Venmo,Every 3 Months
1063.0,59.0,Male,,Footwear,75.0,,M,Brown,Fall,2.6,,,Next Day Air,,Yes,21.0,Debit Card,Every 3 Months
1064.0,62.0,Male,Hoodie,Clothing,29.0,Alabama,,Indigo,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,35.0,Cash,Monthly
1065.0,34.0,Male,Hat,,28.0,Wyoming,M,Violet,Spring,3.5,,,Express,Yes,Yes,42.0,Credit Card,Every 3 Months
1066.0,59.0,Male,T-shirt,Clothing,,Alabama,XL,Blue,Spring,4.1,No,,Store Pickup,Yes,Yes,3.0,PayPal,Every 3 Months
,49.0,Male,Coat,Outerwear,96.0,Mississippi,M,Red,Winter,,No,Credit Card,Store Pickup,Yes,Yes,11.0,PayPal,Bi-Weekly
1068.0,18.0,Male,Dress,,43.0,Pennsylvania,S,Peach,Summer,,No,Venmo,2-Day Shipping,Yes,Yes,,PayPal,Quarterly
1069.0,55.0,Male,Shirt,Clothing,94.0,Wyoming,M,Olive,Fall,2.5,No,Bank Transfer,Standard,Yes,,47.0,Credit Card,Weekly
1070.0,38.0,Male,Skirt,Clothing,81.0,Maryland,XL,White,,4.3,No,Credit Card,Next Day Air,Yes,Yes,33.0,Venmo,Every 3 Months
1071.0,50.0,Male,,Accessories,75.0,North Carolina,,Magenta,Summer,3.3,,Venmo,Free Shipping,Yes,Yes,50.0,Debit Card,Weekly
1072.0,61.0,Male,Hat,Accessories,81.0,Pennsylvania,M,Beige,Summer,2.6,No,,Express,Yes,Yes,46.0,Credit Card,Monthly
1073.0,48.0,,Shorts,Clothing,,Idaho,L,Gold,Fall,3.5,No,Bank Transfer,Express,Yes,Yes,34.0,Debit Card,Fortnightly
1074.0,22.0,Male,Scarf,Accessories,96.0,California,,Purple,Spring,4.0,No,Cash,Store Pickup,Yes,Yes,33.0,Credit Card,Monthly
1075.0,48.0,Male,Jewelry,Accessories,71.0,Tennessee,S,White,Fall,2.6,No,PayPal,Standard,Yes,Yes,45.0,Bank Transfer,Fortnightly
1076.0,57.0,Male,Sunglasses,Accessories,50.0,Missouri,L,Indigo,Summer,4.9,No,Debit Card,Next Day Air,Yes,Yes,32.0,Debit Card,Bi-Weekly
1077.0,33.0,Male,Coat,,72.0,North Dakota,L,Charcoal,Spring,2.9,,Bank Transfer,Standard,Yes,Yes,,Venmo,Bi-Weekly
1078.0,58.0,Male,Jacket,,28.0,West Virginia,,Pink,Winter,3.7,No,Cash,Standard,Yes,Yes,5.0,PayPal,Quarterly
1079.0,37.0,Male,Sweater,Clothing,59.0,Arizona,M,Silver,,4.4,No,Cash,Express,Yes,Yes,49.0,Credit Card,Fortnightly
1080.0,18.0,Male,Coat,Outerwear,,Oklahoma,S,Blue,Summer,4.4,No,Bank Transfer,Free Shipping,,Yes,48.0,Bank Transfer,Monthly
1081.0,65.0,Male,Scarf,Accessories,59.0,Pennsylvania,L,Blue,Fall,3.8,No,Bank Transfer,,Yes,Yes,,Cash,Every 3 Months
1082.0,62.0,Male,Belt,Accessories,30.0,,XL,Brown,Spring,4.5,No,,,Yes,Yes,45.0,Credit Card,Annually
1083.0,54.0,Male,Hat,Accessories,85.0,,XL,Cyan,Winter,,No,PayPal,Next Day Air,Yes,,,,Quarterly
1084.0,35.0,Male,,,97.0,Washington,L,Teal,,,No,Credit Card,Store Pickup,Yes,Yes,43.0,Cash,Weekly
1085.0,34.0,Male,T-shirt,Clothing,36.0,Arkansas,S,Purple,Fall,4.1,No,Credit Card,Next Day Air,Yes,Yes,48.0,Cash,Quarterly
,25.0,Male,Jewelry,Accessories,,Utah,M,Turquoise,Winter,3.0,No,PayPal,Store Pickup,Yes,,23.0,Venmo,Fortnightly
1087.0,53.0,Male,Sunglasses,Accessories,62.0,Alaska,M,Olive,Winter,3.0,No,PayPal,Free Shipping,,Yes,27.0,,Bi-Weekly
1088.0,45.0,Male,Jeans,Clothing,71.0,West Virginia,S,White,Winter,3.4,No,PayPal,Next Day Air,,Yes,7.0,Bank Transfer,Monthly
,49.0,Male,Pants,Clothing,21.0,,M,Turquoise,Winter,2.7,,Bank Transfer,Free Shipping,Yes,Yes,2.0,PayPal,Weekly
1090.0,40.0,Male,,Accessories,61.0,Arizona,M,Silver,Spring,3.8,No,Debit Card,Next Day Air,Yes,Yes,,PayPal,Bi-Weekly
1091.0,38.0,Male,Scarf,Accessories,58.0,Connecticut,M,Violet,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,27.0,Cash,Fortnightly
1092.0,44.0,Male,Sweater,Clothing,80.0,North Carolina,,,Spring,4.7,,Cash,Store Pickup,Yes,Yes,6.0,Credit Card,Fortnightly
1093.0,68.0,,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,Credit Card,2-Day Shipping,Yes,Yes,20.0,Venmo,
1094.0,60.0,Male,Sneakers,Footwear,,Delaware,S,Indigo,Winter,4.2,,PayPal,2-Day Shipping,Yes,Yes,46.0,Venmo,
1095.0,25.0,Male,Jewelry,Accessories,40.0,Connecticut,M,Black,Winter,4.8,,Credit Card,Next Day Air,Yes,Yes,25.0,Cash,Quarterly
1096.0,19.0,Male,Coat,Outerwear,34.0,,S,Peach,Summer,3.0,No,Debit Card,Free Shipping,Yes,Yes,30.0,Bank Transfer,
1097.0,57.0,Male,Coat,,46.0,New Hampshire,S,Beige,Fall,2.6,No,Credit Card,Standard,Yes,,48.0,Credit Card,Annually
1098.0,58.0,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Venmo,Store Pickup,Yes,Yes,47.0,Bank Transfer,Weekly
1099.0,,Male,Handbag,Accessories,98.0,Idaho,S,,Spring,3.6,No,PayPal,Next Day Air,Yes,Yes,,,
1100.0,,,Sweater,Clothing,73.0,North Carolina,M,Peach,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,45.0,Bank Transfer,Fortnightly
1101.0,50.0,Male,Pants,Clothing,28.0,Nevada,L,Gold,Spring,4.4,No,Debit Card,Express,,Yes,2.0,Credit Card,Weekly
1102.0,30.0,Male,Gloves,Accessories,76.0,Delaware,XL,Silver,Fall,3.0,No,Cash,Free Shipping,Yes,Yes,,Cash,Fortnightly
1103.0,52.0,Male,Sweater,Clothing,83.0,Texas,M,Peach,Fall,2.9,No,Credit Card,Express,Yes,Yes,,Cash,Fortnightly
1104.0,35.0,Male,Hoodie,Clothing,23.0,Tennessee,S,Charcoal,Spring,4.3,No,Debit Card,Free Shipping,Yes,Yes,8.0,Debit Card,Bi-Weekly
1105.0,35.0,Male,Hat,Accessories,,Delaware,M,Beige,Fall,3.1,No,Bank Transfer,Express,,Yes,8.0,Bank Transfer,Quarterly
1106.0,33.0,Male,T-shirt,Clothing,83.0,Massachusetts,S,Olive,Spring,3.0,,Credit Card,Next Day Air,Yes,,6.0,Venmo,
1107.0,52.0,Male,Skirt,Clothing,96.0,Minnesota,L,Violet,,3.6,No,Credit Card,Store Pickup,Yes,Yes,12.0,Venmo,Fortnightly
1108.0,,,,,62.0,,M,Peach,Fall,2.8,,Venmo,Store Pickup,Yes,Yes,26.0,,Weekly
1109.0,27.0,Male,Shorts,Clothing,25.0,Nebraska,M,Teal,Fall,2.8,No,Venmo,Standard,Yes,Yes,50.0,Cash,Fortnightly
1110.0,66.0,Male,,Clothing,97.0,Oklahoma,L,Violet,Winter,4.9,No,Debit Card,Next Day Air,Yes,Yes,2.0,Venmo,Weekly
,28.0,Male,Hoodie,Clothing,61.0,Texas,L,Cyan,Fall,3.0,No,Debit Card,Standard,Yes,Yes,31.0,Cash,Bi-Weekly
1112.0,22.0,,Shoes,Footwear,66.0,New York,S,Olive,Summer,4.1,No,Bank Transfer,Next Day Air,Yes,Yes,,,Bi-Weekly
1113.0,69.0,,Hoodie,Clothing,67.0,,XL,Pink,Spring,4.6,No,Credit Card,Free Shipping,Yes,Yes,32.0,PayPal,
1114.0,28.0,Male,Sunglasses,,80.0,Maryland,M,Purple,Summer,4.8,No,Cash,Next Day Air,Yes,Yes,11.0,PayPal,Bi-Weekly
1115.0,55.0,Male,Skirt,Clothing,25.0,New Hampshire,L,Violet,Fall,2.6,No,Cash,Next Day Air,Yes,Yes,47.0,Bank Transfer,
1116.0,30.0,Male,Hat,Accessories,58.0,New York,S,Peach,Fall,4.0,,Bank Transfer,2-Day Shipping,Yes,Yes,37.0,Cash,Weekly
,67.0,Male,Backpack,Accessories,96.0,Hawaii,M,Charcoal,,4.2,No,Venmo,Express,Yes,Yes,39.0,PayPal,Fortnightly
1118.0,25.0,Male,Sunglasses,,77.0,California,L,Lavender,Spring,4.5,No,PayPal,Store Pickup,Yes,Yes,,Credit Card,Monthly
1119.0,49.0,Male,Belt,Accessories,65.0,Indiana,M,Purple,Summer,4.9,,Debit Card,Standard,Yes,Yes,11.0,PayPal,Every 3 Months
1120.0,34.0,Male,Jewelry,Accessories,36.0,Louisiana,M,Indigo,Spring,3.1,No,Venmo,Standard,Yes,Yes,,Credit Card,Weekly
1121.0,,Male,Sneakers,Footwear,84.0,Pennsylvania,M,Magenta,Winter,4.0,No,Venmo,Next Day Air,Yes,Yes,40.0,Debit Card,
1122.0,63.0,Male,T-shirt,Clothing,,,XL,Peach,Fall,3.2,No,Cash,Express,Yes,Yes,25.0,Cash,Quarterly
1123.0,70.0,,Handbag,Accessories,62.0,North Carolina,S,Charcoal,Spring,4.3,No,PayPal,2-Day Shipping,Yes,Yes,12.0,Credit Card,Annually
1124.0,36.0,Male,Hat,Accessories,67.0,Massachusetts,S,Purple,Fall,2.5,No,Debit Card,Store Pickup,,Yes,38.0,Cash,Monthly
1125.0,42.0,Male,,Clothing,20.0,Iowa,M,Orange,,4.9,No,,Express,Yes,Yes,40.0,Cash,Quarterly
1126.0,27.0,Male,Sandals,,90.0,North Dakota,M,Lavender,Summer,2.7,No,Debit Card,2-Day Shipping,Yes,Yes,10.0,,Weekly
1127.0,23.0,Male,Scarf,Accessories,58.0,Iowa,L,Beige,,3.4,No,Venmo,Standard,,Yes,47.0,Venmo,Fortnightly
1128.0,50.0,Male,Shirt,Clothing,53.0,,XL,,Spring,4.8,No,Venmo,Store Pickup,Yes,Yes,22.0,Debit Card,Monthly
1129.0,56.0,Male,Gloves,Accessories,30.0,New York,L,Charcoal,Winter,4.7,No,PayPal,Next Day Air,Yes,Yes,35.0,Debit Card,Monthly
1130.0,37.0,Male,Hoodie,Clothing,65.0,New Hampshire,,White,Winter,4.7,No,Credit Card,Express,Yes,Yes,,Venmo,Fortnightly
1131.0,67.0,Male,Jewelry,Accessories,41.0,Kentucky,,Lavender,Summer,,No,Cash,Standard,Yes,Yes,30.0,PayPal,Bi-Weekly
1132.0,67.0,Male,Shirt,Clothing,73.0,Illinois,M,Black,Spring,3.7,No,Credit Card,Express,,Yes,20.0,Bank Transfer,Monthly
,50.0,Male,Hoodie,Clothing,98.0,North Carolina,S,,,4.3,No,PayPal,Store Pickup,Yes,Yes,25.0,Cash,Fortnightly
1134.0,36.0,,Shoes,Footwear,36.0,Connecticut,XL,Magenta,Winter,4.1,No,PayPal,2-Day Shipping,Yes,Yes,29.0,Cash,Weekly
,62.0,Male,T-shirt,Clothing,81.0,Wisconsin,,Brown,Summer,,,Bank Transfer,Express,Yes,Yes,2.0,,Every 3 Months
1136.0,65.0,Male,Skirt,Clothing,90.0,Massachusetts,L,Peach,Winter,3.6,No,PayPal,2-Day Shipping,Yes,,,Bank Transfer,Quarterly
1137.0,,,Handbag,,83.0,Illinois,S,Cyan,Summer,4.8,No,,Free Shipping,Yes,Yes,,,Monthly
1138.0,46.0,Male,Shirt,Clothing,91.0,New Mexico,XL,Pink,Winter,2.8,No,Credit Card,2-Day Shipping,Yes,,16.0,Bank Transfer,Every 3 Months
1139.0,18.0,Male,Pants,Clothing,36.0,Iowa,M,Purple,Summer,4.7,No,Venmo,,Yes,Yes,32.0,Venmo,Fortnightly
1140.0,58.0,Male,Coat,Outerwear,53.0,,L,Purple,Spring,3.9,No,PayPal,Standard,Yes,Yes,42.0,Debit Card,Bi-Weekly
1141.0,,Male,Jeans,Clothing,39.0,Maryland,M,White,Winter,2.6,No,Cash,Store Pickup,Yes,Yes,6.0,,
1142.0,39.0,Male,Gloves,Accessories,33.0,,S,Silver,Winter,,No,Debit Card,Next Day Air,,,23.0,PayPal,
1143.0,,Male,T-shirt,Clothing,76.0,Ohio,L,Green,Spring,3.5,No,Cash,Store Pickup,Yes,Yes,27.0,Venmo,Bi-Weekly
1144.0,68.0,Male,,Footwear,23.0,Nevada,L,Teal,Winter,4.4,No,Cash,Standard,Yes,Yes,43.0,PayPal,Quarterly
1145.0,41.0,Male,Jeans,Clothing,54.0,South Carolina,S,Indigo,Fall,4.4,,PayPal,2-Day Shipping,Yes,Yes,25.0,Bank Transfer,Fortnightly
1146.0,31.0,Male,,Footwear,89.0,Nevada,L,Pink,Summer,3.0,No,Venmo,Express,Yes,Yes,30.0,,Every 3 Months
1147.0,48.0,,Sneakers,Footwear,38.0,Wisconsin,M,Indigo,Summer,4.2,No,Debit Card,Standard,Yes,Yes,7.0,Bank Transfer,Every 3 Months
,59.0,Male,Hat,Accessories,36.0,Tennessee,XL,,Winter,4.3,No,PayPal,Next Day Air,,Yes,17.0,Debit Card,Annually
1149.0,34.0,Male,Pants,Clothing,66.0,Florida,M,Violet,Spring,2.6,,Bank Transfer,Store Pickup,Yes,Yes,10.0,PayPal,Fortnightly
1150.0,21.0,Male,Jewelry,Accessories,42.0,Georgia,L,Cyan,Spring,3.3,No,Cash,Store Pickup,Yes,Yes,40.0,Venmo,Annually
1151.0,29.0,,Jewelry,Accessories,36.0,Kentucky,S,Red,Winter,2.7,,Debit Card,,Yes,Yes,50.0,Venmo,Bi-Weekly
1152.0,41.0,Male,Blouse,Clothing,86.0,Ohio,M,Gray,Spring,4.2,No,Bank Transfer,,Yes,Yes,,Credit Card,Weekly
,62.0,Male,Handbag,,,Connecticut,M,Gold,Fall,4.0,No,,Standard,Yes,Yes,8.0,PayPal,Every 3 Months
1154.0,27.0,,Shirt,Clothing,41.0,Idaho,M,Pink,Summer,4.0,No,PayPal,Free Shipping,Yes,,6.0,Bank Transfer,Quarterly
1155.0,49.0,Male,Dress,Clothing,82.0,Georgia,,Cyan,Spring,2.9,No,Venmo,2-Day Shipping,,Yes,44.0,Credit Card,Bi-Weekly
,67.0,Male,T-shirt,Clothing,53.0,Tennessee,S,Red,Fall,2.6,No,Debit Card,Express,,Yes,47.0,PayPal,Quarterly
1157.0,20.0,Male,Shoes,Footwear,21.0,Hawaii,M,Gold,Summer,4.8,No,PayPal,,Yes,Yes,6.0,Venmo,Every 3 Months
